target_attribute,bal_acc,auc,regime,debiased_concept,method,debias_layer,ba_raw,delta_ba,n_iterations,n_layers
double_chin,0.6077898550724637,0.7034269323671497,single,chubby,diff_means,2,0.6105072463768115,-0.0027173913043477826,,
eyeglasses,0.8936560322698937,0.9590209020902091,single,chubby,diff_means,2,0.8911807847451412,0.0024752475247524774,,
goatee,0.6287878787878788,0.7421717171717171,single,chubby,diff_means,2,0.6265151515151515,0.002272727272727315,,
gray_hair,0.7805017921146953,0.896774193548387,single,chubby,diff_means,2,0.7805017921146953,0.0,,
heavy_makeup,0.5444896951746266,0.6110082685425152,single,chubby,diff_means,2,0.5444896951746266,0.0,,
high_cheekbones,0.4745073891625616,0.40227832512315276,single,chubby,diff_means,2,0.4745073891625616,0.0,,
male,0.981283422459893,0.9770595985429744,single,chubby,diff_means,2,0.981283422459893,0.0,,
mouth_slightly_open,0.5028702290076336,0.47273282442748094,single,chubby,diff_means,2,0.4988702290076336,0.003999999999999948,,
mustache,0.735696463907769,0.8298201841176976,single,chubby,diff_means,2,0.735696463907769,0.0,,
narrow_eyes,0.608927381745503,0.6138130135465245,single,chubby,diff_means,2,0.608927381745503,0.0,,
no_beard,0.5394068069227305,0.5673293443994081,single,chubby,diff_means,2,0.5362220935469343,0.0031847133757961776,,
oval_face,0.507145859604876,0.4905422446406053,single,chubby,diff_means,2,0.5045817570407735,0.002564102564102555,,
pale_skin,0.6215447154471545,0.8004065040650407,single,chubby,diff_means,2,0.6195121951219512,0.002032520325203291,,
pointy_nose,0.5202020202020202,0.49204545454545456,single,chubby,diff_means,2,0.5202020202020202,0.0,,
receding_hairline,0.4884405212274065,0.5384615384615384,single,chubby,diff_means,2,0.49663724253888186,-0.008196721311475363,,
rosy_cheeks,0.658752769863881,0.7559354226020893,single,chubby,diff_means,2,0.6566951566951567,0.002057613168724326,,
sideburns,0.5868310015545193,0.6151454585831668,single,chubby,diff_means,2,0.5889407061958695,-0.002109704641350185,,
smiling,0.83003663003663,0.9384004884004885,single,chubby,diff_means,2,0.83003663003663,0.0,,
straight_hair,0.45401493930905695,0.48202614379084974,single,chubby,diff_means,2,0.4561157796451914,-0.0021008403361344463,,
wavy_hair,0.6076329331046312,0.5871569468267581,single,chubby,diff_means,2,0.6076329331046312,0.0,,
wearing_earrings,0.6930757414628382,0.7726574500768049,single,chubby,diff_means,2,0.7058962542833511,-0.012820512820512886,,
wearing_hat,0.8706687730384413,0.9147972617166931,single,chubby,diff_means,2,0.8706687730384413,0.0,,
wearing_lipstick,0.45834464043419265,0.45599276345545003,single,chubby,diff_means,2,0.45585707824513794,0.002487562189054715,,
wearing_necklace,0.5563323201621074,0.6583586626139818,single,chubby,diff_means,2,0.6082066869300912,-0.05187436676798374,,
wearing_necktie,0.6273920783266578,0.6415220293724966,single,chubby,diff_means,2,0.6297285269247885,-0.002336448598130758,,
young,0.8490957966764419,0.9229594330400782,single,chubby,diff_means,2,0.8528836754643205,-0.0037878787878786735,,
5_o_clock_shadow,0.5416666666666667,0.5611111111111111,single,chubby,diff_means,3,0.543939393939394,-0.002272727272727204,,
