target_attribute,bal_acc,auc,regime,debiased_concept,method,debias_layer,ba_raw,delta_ba,n_iterations,n_layers
mustache,0.7403361344537815,0.8108597285067873,single,wearing_hat,diff_means,2,0.7328377504848094,0.007498383968972178,,
narrow_eyes,0.6493506493506493,0.624860853432282,single,wearing_hat,diff_means,2,0.6289424860853432,0.020408163265306145,,
no_beard,0.5462347135807767,0.5006078809983552,single,wearing_hat,diff_means,2,0.5490595723378388,-0.0028248587570620654,,
oval_face,0.49245447290140026,0.4649205543060292,single,wearing_hat,diff_means,2,0.4896611768120148,0.002793296089385444,,
pale_skin,0.6291547958214625,0.7723963279518835,single,wearing_hat,diff_means,2,0.6291547958214625,0.0,,
pointy_nose,0.5083619210977701,0.49764150943396224,single,wearing_hat,diff_means,2,0.4879931389365352,0.020368782161234944,,
receding_hairline,0.5232319462586303,0.5771599178951297,single,wearing_hat,diff_means,2,0.5275237917521927,-0.0042918454935623185,,
rosy_cheeks,0.6000590318772137,0.7570838252656434,single,wearing_hat,diff_means,2,0.6000590318772137,0.0,,
sideburns,0.6330241187384045,0.7569573283858998,single,wearing_hat,diff_means,2,0.6473098330241187,-0.014285714285714235,,
smiling,0.863709032773781,0.9408473221422861,single,wearing_hat,diff_means,2,0.863709032773781,0.0,,
straight_hair,0.6576623376623376,0.6618181818181819,single,wearing_hat,diff_means,2,0.661991341991342,-0.0043290043290044045,,
wavy_hair,0.5601594060486953,0.6030134294136914,single,wearing_hat,diff_means,2,0.574134730865815,-0.013975324817119716,,
wearing_earrings,0.6506232259656917,0.7340491176107614,single,wearing_hat,diff_means,2,0.6529063309885228,-0.0022831050228311334,,
wearing_hat,0.8828125,0.93768310546875,single,wearing_hat,diff_means,2,0.875,0.0078125,,
wearing_lipstick,0.5003128911138923,0.49405506883604505,single,wearing_hat,diff_means,2,0.49092615769712145,0.009386733416770876,,
wearing_necklace,0.6107023411371237,0.7006688963210702,single,wearing_hat,diff_means,2,0.5979933110367892,0.012709030100334529,,
wearing_necktie,0.5708416611148124,0.6206973129025094,single,wearing_hat,diff_means,2,0.5761714412613813,-0.00532978014656893,,
young,0.8203683241252302,0.8843462246777164,single,wearing_hat,diff_means,2,0.8176058931860037,0.0027624309392264568,,
5_o_clock_shadow,0.5891626921038686,0.658320084790673,single,wearing_hat,diff_means,3,0.5936671966083731,-0.0045045045045044585,,
arched_eyebrows,0.5400641025641025,0.5424679487179488,single,wearing_hat,diff_means,3,0.5336538461538461,0.0064102564102563875,,
attractive,0.5069162967252139,0.6115293057968216,single,wearing_hat,diff_means,3,0.49868107829891267,0.008235218426301205,,
bags_under_eyes,0.49501163950781507,0.4707349517791819,single,wearing_hat,diff_means,3,0.5104755570335883,-0.015463917525773196,,
bald,0.743421052631579,0.8035714285714287,single,wearing_hat,diff_means,3,0.743421052631579,0.0,,
bangs,0.7788247213779129,0.8484295845997973,single,wearing_hat,diff_means,3,0.780952380952381,-0.0021276595744680327,,
big_lips,0.4656866693515908,0.4790173177607732,single,wearing_hat,diff_means,3,0.4759967780910189,-0.010310108739428114,,
big_nose,0.6035141329258976,0.6736694677871149,single,wearing_hat,diff_means,3,0.6067608861726509,-0.0032467532467532756,,
black_hair,0.7322041166380789,0.8393010291595198,single,wearing_hat,diff_means,3,0.7118353344768439,0.020368782161235055,,
blond_hair,0.8776223776223776,0.9281274281274281,single,wearing_hat,diff_means,3,0.8527583527583528,0.024864024864024836,,
blurry,0.5838873061095283,0.6445077556188668,single,wearing_hat,diff_means,3,0.581829692940804,0.002057613168724326,,
brown_hair,0.6482894412995324,0.8149150873738616,single,wearing_hat,diff_means,3,0.6441053408811224,0.004184100418409997,,
bushy_eyebrows,0.5089970501474926,0.5157817109144542,single,wearing_hat,diff_means,3,0.5256637168141592,-0.016666666666666607,,
chubby,0.6824614065180102,0.7449614065180103,single,wearing_hat,diff_means,3,0.6801029159519726,0.002358490566037652,,
double_chin,0.6411504424778761,0.7479351032448378,single,wearing_hat,diff_means,3,0.6389380530973452,0.0022123893805309214,,
eyeglasses,0.8596523840505623,0.94637048052793,single,wearing_hat,diff_means,3,0.8670415466121386,-0.00738916256157629,,
goatee,0.6474251860853714,0.6879842017317332,single,wearing_hat,diff_means,3,0.6323864499468328,0.015038736138538567,,
gray_hair,0.884297520661157,0.9642857142857143,single,wearing_hat,diff_means,3,0.8884297520661157,-0.004132231404958775,,
heavy_makeup,0.5627329192546584,0.6132505175983437,single,wearing_hat,diff_means,3,0.5651138716356108,-0.0023809523809523725,,
high_cheekbones,0.5178571428571429,0.4801587301587301,single,wearing_hat,diff_means,3,0.5223214285714286,-0.004464285714285698,,
male,0.9778481012658228,0.9789460087832602,single,wearing_hat,diff_means,3,0.9778481012658228,0.0,,
mouth_slightly_open,0.5349628902655953,0.5673188983622646,single,wearing_hat,diff_means,3,0.5481199779181746,-0.01315708765257928,,
